,id,name,review_count,category,rating,phone,display_phone,price,coord_lat,coord_long
9484,SWKZTsEIXLotWwqntnRDew,Duet Bakery and Restaurant,277,cakeshop,3.5,17186766219.0,(718) 676-6219,$$, 40.6135458385136, -73.9123165721443
9487,SWKZTsEIXLotWwqntnRDew,Duet Bakery and Restaurant,277,breakfast&brunch,3.5,17186766219.0,(718) 676-6219,$$, 40.6135458385136, -73.9123165721443
9488,uas-gysnqvS_Krx0kmLQ5A,Black Seed Bagels At Hudson Eats,211,bagels,2.0,13329003050.0,(332) 900-3050,$, 40.71257503610066, -74.0158480153222
9491,uas-gysnqvS_Krx0kmLQ5A,Black Seed Bagels At Hudson Eats,211,breakfast&brunch,2.0,13329003050.0,(332) 900-3050,$, 40.71257503610066, -74.0158480153222
9492,uas-gysnqvS_Krx0kmLQ5A,Black Seed Bagels At Hudson Eats,211,sandwiches,2.0,13329003050.0,(332) 900-3050,$, 40.71257503610066, -74.0158480153222
9494,HUHw-U0AxAXjBg1Zf9HXCA,Think Coffee,254,coffee,3.5,,,$$, 40.739551, -74.003078
9496,5GqR_F0bEaZ7bwq2Oq4BvA,Tipsy Scoop,38,icecream,4.5,15166080578.0,(516) 608-0578,$$, 40.586209, -73.691152
9498,CAVAhULoGltO1GpmBqwY3Q,Eugene J. Candy Co.,50,candy,5.0,17183811050.0,(718) 381-1050,$, 40.703183, -73.930584
9499,CAVAhULoGltO1GpmBqwY3Q,Eugene J. Candy Co.,50,candystores,5.0,17183811050.0,(718) 381-1050,$, 40.703183, -73.930584
9500,CAVAhULoGltO1GpmBqwY3Q,Eugene J. Candy Co.,50,desserts,5.0,17183811050.0,(718) 381-1050,$, 40.703183, -73.930584
9502,CAVAhULoGltO1GpmBqwY3Q,Eugene J. Candy Co.,50,giftshops,5.0,17183811050.0,(718) 381-1050,$, 40.703183, -73.930584
9504,-qyXM_zOvRVPVDBXYJ1J2A,Twin Donut,2,restaurants,3.0,17185422400.0,(718) 542-2400,$, 40.84027, -73.88028
9506,4nZQ0iU3aVI3is1WlOxl3A,Front Street Bakery,133,bakeries,4.5,15167661199.0,(516) 766-1199,$$, 40.65871, -73.64544
9509,TFLvsH54FD02c5lwNIjO4Q,Steven’s Cafe,74,breakfast&brunch,4.0,12013308811.0,(201) 330-8811,$, 40.773613087744934, -74.01178467394529
9510,TFLvsH54FD02c5lwNIjO4Q,Steven’s Cafe,74,coffee,4.0,12013308811.0,(201) 330-8811,$, 40.773613087744934, -74.01178467394529
9512,TFLvsH54FD02c5lwNIjO4Q,Steven’s Cafe,74,bakeries,4.0,12013308811.0,(201) 330-8811,$, 40.773613087744934, -74.01178467394529
9534,zMzH5TN6uieQj_mM68aUkw,L'Appartement 4F,181,bakeries,4.0,,,$$, 40.69521417249751, -73.99478573089799
9552,G8uQtDQ53aBIwNff1k0wgA,Kam Hing Bakery,909,bakeries,4.5,16465527867.0,(646) 552-7867,$, 40.71805, -73.99925
9592,3t4VJC1vyUGk0aaem3b5ng,Ceremonia Bakeshop,166,bakeries,5.0,13473842212.0,(347) 384-2212,, 40.7125, -73.96056
9624,H7QoApSloy7Zu0LFpQVv-A,Keki Modern Cakes,500,bakeries,4.5,12128890251.0,(212) 889-0251,$$, 40.7468603, -73.984986
9626,H7QoApSloy7Zu0LFpQVv-A,Keki Modern Cakes,500,desserts,4.5,12128890251.0,(212) 889-0251,$$, 40.7468603, -73.984986
9646,pjpRglb5st10jXf9tKqk-A,Ella Crown Bakehouse,68,bakeries,4.5,13473874980.0,(347) 387-4980,, 40.690615439909685, -73.99513203945425
9660,szyoiJXuX8shNnsm8-Bffg,Cafe Atelier,50,cafes,4.5,16463987807.0,(646) 398-7807,, 40.719573, -74.008365
9662,MejD0KdN4LLbzwpHjBAL0Q,Crispy Heaven Bakery,74,bakeries,5.0,,,, 40.7227, -74.0042
9664,MejD0KdN4LLbzwpHjBAL0Q,Crispy Heaven Bakery,74,coffee,5.0,,,, 40.7227, -74.0042
9666,MejD0KdN4LLbzwpHjBAL0Q,Crispy Heaven Bakery,74,sandwiches,5.0,,,, 40.7227, -74.0042
9688,oXYYPapYvKZN8aDzrQHraA,Janie’s Life-Changing Baked Goods,20,bakeries,4.5,16466784338.0,(646) 678-4338,, 40.73341, -74.00364
9702,m8UUM6DjMgXtH_qKzo9LBA,Golden Steamer,414,bakeries,4.5,12122261886.0,(212) 226-1886,$, 40.71877, -73.99679
9704,m8UUM6DjMgXtH_qKzo9LBA,Golden Steamer,414,coffee,4.5,12122261886.0,(212) 226-1886,$, 40.71877, -73.99679
9727,MfLVerivzBKGTw-zCXnfDw,Alf Bakery,23,breakfast&brunch,4.5,,,, 40.74245621379628, -74.00595877266845
9728,MfLVerivzBKGTw-zCXnfDw,Alf Bakery,23,bakeries,4.5,,,, 40.74245621379628, -74.00595877266845
9736,uUTKCCtjVOLHaQ1ErjBh7w,The Pastry Box,11,bakeries,5.0,16464298717.0,(646) 429-8717,, 40.729097433815475, -73.9804619
9738,uUTKCCtjVOLHaQ1ErjBh7w,The Pastry Box,11,desserts,5.0,16464298717.0,(646) 429-8717,, 40.729097433815475, -73.9804619
9746,ej-B7qKY_5Nu_2BwYFkpeA,She Wolf Bakery,8,bakeries,5.0,,,, 40.710629, -73.965061
9748,hLG3xdyCecICkEbbOeolug,Cafedelia,100,georgian,5.0,13478976764.0,(347) 897-6764,, 40.7311, -73.993241
9750,hLG3xdyCecICkEbbOeolug,Cafedelia,100,desserts,5.0,13478976764.0,(347) 897-6764,, 40.7311, -73.993241
9752,hLG3xdyCecICkEbbOeolug,Cafedelia,100,soup,5.0,13478976764.0,(347) 897-6764,, 40.7311, -73.993241
9754,xVP6tJThnRXlqGrNN_um9Q,Barachou,35,bakeries,4.5,16465594210.0,(646) 559-4210,, 40.73776, -74.00484
9756,xVP6tJThnRXlqGrNN_um9Q,Barachou,35,coffee,4.5,16465594210.0,(646) 559-4210,, 40.73776, -74.00484
9758,xVP6tJThnRXlqGrNN_um9Q,Barachou,35,desserts,4.5,16465594210.0,(646) 559-4210,, 40.73776, -74.00484
9760,yr-X-bhRgh5XMolmM2WAiw,Funny Face Bakery,404,cupcakes,4.5,16468611274.0,(646) 861-1274,$$, 40.70649, -74.00354
9762,yr-X-bhRgh5XMolmM2WAiw,Funny Face Bakery,404,bakeries,4.5,16468611274.0,(646) 861-1274,$$, 40.70649, -74.00354
9764,yr-X-bhRgh5XMolmM2WAiw,Funny Face Bakery,404,desserts,4.5,16468611274.0,(646) 861-1274,$$, 40.70649, -74.00354
9782,PWsU_ORsfcjeeUqocm9vQg,Petee's Pie Company,915,bakeries,4.5,12129662526.0,(212) 966-2526,$, 40.7192158508607, -73.9912822511308
9784,PWsU_ORsfcjeeUqocm9vQg,Petee's Pie Company,915,coffee,4.5,12129662526.0,(212) 966-2526,$, 40.7192158508607, -73.9912822511308
9786,PWsU_ORsfcjeeUqocm9vQg,Petee's Pie Company,915,desserts,4.5,12129662526.0,(212) 966-2526,$, 40.7192158508607, -73.9912822511308
9800,guYbUiieuGNcFzuheNBW5A,La Bicyclette Bakery,5,bakeries,5.0,13479161417.0,(347) 916-1417,, 40.68961, -73.97579
9802,l3b812qiFDN9ZhSq1sn-UQ,Julien Boulangerie,37,bakeries,4.0,,,, 40.786998543718646, -73.9541428
9820,kugKP9xNUFTNC3oE-139jw,STND Coffee,3,bakeries,4.5,17182102737.0,(718) 210-2737,, 40.734924, -73.9553
9822,kugKP9xNUFTNC3oE-139jw,STND Coffee,3,coffee,4.5,17182102737.0,(718) 210-2737,, 40.734924, -73.9553
9824,kugKP9xNUFTNC3oE-139jw,STND Coffee,3,desserts,4.5,17182102737.0,(718) 210-2737,, 40.734924, -73.9553
9848,N_ifPtqz4HWjR-SUYdZy0g,Andre's Hungarian Strudels and Pastries,46,bakeries,4.0,12122078117.0,(212) 207-8117,$, 40.758671, -73.963029
9856,WtDTHppOGbmRc06gBEHrGg,Ando Patisserie,72,desserts,4.0,19172620311.0,(917) 262-0311,, 40.729337442569005, -73.98596309999999
9858,WtDTHppOGbmRc06gBEHrGg,Ando Patisserie,72,cakeshop,4.0,19172620311.0,(917) 262-0311,, 40.729337442569005, -73.98596309999999
9904,-2UtjTxrt1Xzd-HPsLJ7mA,Butler,196,coffee,4.0,,,$$, 40.7032670673495, -73.9922419276899
9906,-2UtjTxrt1Xzd-HPsLJ7mA,Butler,196,cafes,4.0,,,$$, 40.7032670673495, -73.9922419276899
9922,LYjxNwoVEgA0z8VivyqQnA,Kerber’s Farm - New York,10,coffee,4.0,12128372702.0,(212) 837-2702,, 40.731257175271125, -74.0031234689099
9924,LYjxNwoVEgA0z8VivyqQnA,Kerber’s Farm - New York,10,bakeries,4.0,12128372702.0,(212) 837-2702,, 40.731257175271125, -74.0031234689099
9930,ewHdcFJeE5_uJXfogfhKCg,The Bearded Baker,42,macarons,5.0,17188585160.0,(718) 858-5160,, 40.68249, -73.982076
9932,ewHdcFJeE5_uJXfogfhKCg,The Bearded Baker,42,coffee,5.0,17188585160.0,(718) 858-5160,, 40.68249, -73.982076
9934,ewHdcFJeE5_uJXfogfhKCg,The Bearded Baker,42,desserts,5.0,17188585160.0,(718) 858-5160,, 40.68249, -73.982076
9942,AG0Pdsps5IgDinZ4OwcLxw,75 Degrees Cafe & Dessert,75,bakeries,4.0,16466281054.0,(646) 628-1054,, 40.72690895281454, -73.98531201186479
9944,AG0Pdsps5IgDinZ4OwcLxw,75 Degrees Cafe & Dessert,75,cafes,4.0,16466281054.0,(646) 628-1054,, 40.72690895281454, -73.98531201186479
9946,AG0Pdsps5IgDinZ4OwcLxw,75 Degrees Cafe & Dessert,75,desserts,4.0,16466281054.0,(646) 628-1054,, 40.72690895281454, -73.98531201186479
9948,o4pAOfbT9Bd9RskLjD0g_w,Sweet Rehab,402,coffee,4.0,13473727403.0,(347) 372-7403,$$$, 40.72680322425439, -74.00200951370005
9950,o4pAOfbT9Bd9RskLjD0g_w,Sweet Rehab,402,desserts,4.0,13473727403.0,(347) 372-7403,$$$, 40.72680322425439, -74.00200951370005
9952,o4pAOfbT9Bd9RskLjD0g_w,Sweet Rehab,402,cakeshop,4.0,13473727403.0,(347) 372-7403,$$$, 40.72680322425439, -74.00200951370005
9954,ky3c5RRlyO0tQQS33sO9RQ,New Golden Fung Wong Bakery,110,bakeries,4.0,19178165820.0,(917) 816-5820,$, 40.71517, -73.99903
9957,VdAVjghEq_Zl-DDte0mjrw,ACRE,115,breakfast&brunch,4.5,17189549074.0,(718) 954-9074,$$, 40.72633, -73.95471
9958,VdAVjghEq_Zl-DDte0mjrw,ACRE,115,japanese,4.5,17189549074.0,(718) 954-9074,$$, 40.72633, -73.95471
9960,VdAVjghEq_Zl-DDte0mjrw,ACRE,115,coffee,4.5,17189549074.0,(718) 954-9074,$$, 40.72633, -73.95471
9962,26TL7d7o1lVvTwRLKj8Bsg,Twister Cake Bakery,21,chimneycakes,5.0,13479462141.0,(347) 946-2141,, 40.7472583, -73.8516925
9964,26TL7d7o1lVvTwRLKj8Bsg,Twister Cake Bakery,21,cakeshop,5.0,13479462141.0,(347) 946-2141,, 40.7472583, -73.8516925
9966,26TL7d7o1lVvTwRLKj8Bsg,Twister Cake Bakery,21,bakeries,5.0,13479462141.0,(347) 946-2141,, 40.7472583, -73.8516925
9974,iiP46Z-A_ClynkS_qFQKEQ,Munchiez by Mei Lai Wah,114,dimsum,4.5,,,$, 40.730027, -74.000204
9976,iiP46Z-A_ClynkS_qFQKEQ,Munchiez by Mei Lai Wah,114,coffee,4.5,,,$, 40.730027, -74.000204
9994,CHBDkg9U4xx6uDanE6tGvA,Coffee Project New York | Fort Greene,101,cafes,4.5,15858883153.0,(585) 888-3153,$$, 40.68765069090928, -73.97930753158785
9996,CHBDkg9U4xx6uDanE6tGvA,Coffee Project New York | Fort Greene,101,sandwiches,4.5,15858883153.0,(585) 888-3153,$$, 40.68765069090928, -73.97930753158785
9998,CHBDkg9U4xx6uDanE6tGvA,Coffee Project New York | Fort Greene,101,bakeries,4.5,15858883153.0,(585) 888-3153,$$, 40.68765069090928, -73.97930753158785
10000,769b1RS9S1d5cGULk7l-_g,Bowery Fleet Bakery,17,bakeries,4.5,,,$, 40.71485, -73.99717
10002,769b1RS9S1d5cGULk7l-_g,Bowery Fleet Bakery,17,sandwiches,4.5,,,$, 40.71485, -73.99717
10004,769b1RS9S1d5cGULk7l-_g,Bowery Fleet Bakery,17,dimsum,4.5,,,$, 40.71485, -73.99717
10036,Nbam9IMWMgSiQWL8dHql4g,Nick + Sons Bakery,132,bakeries,5.0,,,, 40.710838, -73.947412
10044,1-k63Nhn0lRe48Zrz-WuJA,Miss American Pie,112,bakeries,5.0,17187893747.0,(718) 789-3747,, 40.68049, -73.97785
10046,1-k63Nhn0lRe48Zrz-WuJA,Miss American Pie,112,desserts,5.0,17187893747.0,(718) 789-3747,, 40.68049, -73.97785
10048,1-k63Nhn0lRe48Zrz-WuJA,Miss American Pie,112,coffee,5.0,17187893747.0,(718) 789-3747,, 40.68049, -73.97785
10060,PlhGoqVMAGkWYSKhJaroyg,Siena Bakehouse,16,bakeries,4.0,12124064444.0,(212) 406-4444,, 40.70807421087353, -74.01370420735877
10092,6q6WWGaO75PQkpWOQ2zzHQ,Parisi Bakery,467,bakeries,4.5,12122266378.0,(212) 226-6378,$$, 40.7211836, -73.9954365
10094,6q6WWGaO75PQkpWOQ2zzHQ,Parisi Bakery,467,sandwiches,4.5,12122266378.0,(212) 226-6378,$$, 40.7211836, -73.9954365
10096,6q6WWGaO75PQkpWOQ2zzHQ,Parisi Bakery,467,delis,4.5,12122266378.0,(212) 226-6378,$$, 40.7211836, -73.9954365
10110,pI6xjkyaz5uduL9ibEaXOA,maman,33,cafes,4.0,16464490049.0,(646) 449-0049,, 40.73887, -74.0082
10112,pI6xjkyaz5uduL9ibEaXOA,maman,33,bakeries,4.0,16464490049.0,(646) 449-0049,, 40.73887, -74.0082
10115,pI6xjkyaz5uduL9ibEaXOA,maman,33,breakfast&brunch,4.0,16464490049.0,(646) 449-0049,, 40.73887, -74.0082
10204,1zuoFNtH5hXt0e7xWP83CA,Maman,37,bakeries,4.0,16465245067.0,(646) 524-5067,$$, 40.75991, -73.96968
10207,1zuoFNtH5hXt0e7xWP83CA,Maman,37,breakfast&brunch,4.0,16465245067.0,(646) 524-5067,$$, 40.75991, -73.96968
10208,1zuoFNtH5hXt0e7xWP83CA,Maman,37,cafes,4.0,16465245067.0,(646) 524-5067,$$, 40.75991, -73.96968
10212,WviDrtps8cxQeYsfjew4eQ,Napoli Bakery,73,bakeries,4.5,17183846945.0,(718) 384-6945,$, 40.71402, -73.94848
10222,Bm_OeNNmJ6Q8FXUDzGzfHw,K Minamoto,168,desserts,4.5,12124893747.0,(212) 489-3747,$$$, 40.759536, -73.9742545
10224,Bm_OeNNmJ6Q8FXUDzGzfHw,K Minamoto,168,japanese,4.5,12124893747.0,(212) 489-3747,$$$, 40.759536, -73.9742545
10238,uAYBJgCCLvywdT6GIf2xdg,Masseria Caffé & Bakery,105,bakeries,4.5,12129690900.0,(212) 969-0900,$$, 40.7605998206394, -73.9860405711449
10240,uAYBJgCCLvywdT6GIf2xdg,Masseria Caffé & Bakery,105,coffee,4.5,12129690900.0,(212) 969-0900,$$, 40.7605998206394, -73.9860405711449
10242,uAYBJgCCLvywdT6GIf2xdg,Masseria Caffé & Bakery,105,desserts,4.5,12129690900.0,(212) 969-0900,$$, 40.7605998206394, -73.9860405711449
10268,zSqsx_FVA8g90kUsavr88g,La Cabra,19,coffee,4.0,,,, 40.72428, -73.99616
10278,PKa6XxkvMTVD5gaDbMznNg,Buttermilk Bakeshop,354,bakeries,4.5,13479873941.0,(347) 987-3941,$, 40.67491, -73.98171
10350,vV6lmUqvIhDu4F66OreNkQ,Double Batch Bakery,52,desserts,5.0,12012080872.0,(201) 208-0872,, 40.6859680948122, -74.1026312887694
10352,vV6lmUqvIhDu4F66OreNkQ,Double Batch Bakery,52,bakeries,5.0,12012080872.0,(201) 208-0872,, 40.6859680948122, -74.1026312887694
10354,vV6lmUqvIhDu4F66OreNkQ,Double Batch Bakery,52,cakeshop,5.0,12012080872.0,(201) 208-0872,, 40.6859680948122, -74.1026312887694
10358,yRAJKj-zr1qLIT8gNuN4ng,Unna Bakery,2,bakeries,4.5,19175438133.0,(917) 543-8133,, 40.7870067, -73.9504477
10360,_imB65yw2oXdsNzaHMR_Jg,"Levain Bakery - Williamsburg, Brooklyn",172,bakeries,4.5,19174643785.0,(917) 464-3785,$$, 40.71591, -73.95924
10362,_imB65yw2oXdsNzaHMR_Jg,"Levain Bakery - Williamsburg, Brooklyn",172,desserts,4.5,19174643785.0,(917) 464-3785,$$, 40.71591, -73.95924
10364,nZFWyfa1jCGpG_OmmP6PAQ,Tres Leches Cafe - Lower East Side,49,bakeries,4.5,19176757760.0,(917) 675-7760,$, 40.720997, -73.988579
10366,nZFWyfa1jCGpG_OmmP6PAQ,Tres Leches Cafe - Lower East Side,49,cafes,4.5,19176757760.0,(917) 675-7760,$, 40.720997, -73.988579
10368,nZFWyfa1jCGpG_OmmP6PAQ,Tres Leches Cafe - Lower East Side,49,sandwiches,4.5,19176757760.0,(917) 675-7760,$, 40.720997, -73.988579
10370,XBWO26QblInZGftnSDD94A,Maman,362,bakeries,4.0,16468828682.0,(646) 882-8682,$$, 40.7188969, -74.0062207
10372,XBWO26QblInZGftnSDD94A,Maman,362,french,4.0,16468828682.0,(646) 882-8682,$$, 40.7188969, -74.0062207
10375,XBWO26QblInZGftnSDD94A,Maman,362,breakfast&brunch,4.0,16468828682.0,(646) 882-8682,$$, 40.7188969, -74.0062207
10376,40Zhd8HA_8WuIu1ZcyfwBQ,Breads Bakery,100,bakeries,4.5,12126332253.0,(212) 633-2253,$, 40.7541983, -73.9843549
10378,40Zhd8HA_8WuIu1ZcyfwBQ,Breads Bakery,100,coffee,4.5,12126332253.0,(212) 633-2253,$, 40.7541983, -73.9843549
10380,40Zhd8HA_8WuIu1ZcyfwBQ,Breads Bakery,100,sandwiches,4.5,12126332253.0,(212) 633-2253,$, 40.7541983, -73.9843549
10394,77Q8n_SSXjhN8m2ypqs0ew,Maman,425,coffee,4.0,16464767660.0,(646) 476-7660,$$, 40.74333172998816, -73.99008773413172
10396,77Q8n_SSXjhN8m2ypqs0ew,Maman,425,bakeries,4.0,16464767660.0,(646) 476-7660,$$, 40.74333172998816, -73.99008773413172
10399,77Q8n_SSXjhN8m2ypqs0ew,Maman,425,breakfast&brunch,4.0,16464767660.0,(646) 476-7660,$$, 40.74333172998816, -73.99008773413172
10421,ykqXbitAmPGq1xXZoOLCxw,Suited,134,breakfast&brunch,4.5,,,$$, 40.7092991, -74.0079162
10422,ykqXbitAmPGq1xXZoOLCxw,Suited,134,cafes,4.5,,,$$, 40.7092991, -74.0079162
10428,w-CR15lRpGi1L0oaJ5T9WA,Argentina Bakery,98,bakeries,4.5,12016015801.0,(201) 601-5801,$, 40.76279, -74.0359
10430,w-CR15lRpGi1L0oaJ5T9WA,Argentina Bakery,98,empanadas,4.5,12016015801.0,(201) 601-5801,$, 40.76279, -74.0359
10432,w-CR15lRpGi1L0oaJ5T9WA,Argentina Bakery,98,cakeshop,4.5,12016015801.0,(201) 601-5801,$, 40.76279, -74.0359
10462,uYMimeHJ5XBGkyTrg8GXhw,Joey Bats Café,381,desserts,4.5,12129511189.0,(212) 951-1189,$, 40.72008106034744, -73.9903375
10464,uYMimeHJ5XBGkyTrg8GXhw,Joey Bats Café,381,portuguese,4.5,12129511189.0,(212) 951-1189,$, 40.72008106034744, -73.9903375
10466,uYMimeHJ5XBGkyTrg8GXhw,Joey Bats Café,381,cafes,4.5,12129511189.0,(212) 951-1189,$, 40.72008106034744, -73.9903375
10476,SHUMGC8lKJeLdpWYAxoNAw,Peckish,21,cafes,4.0,19293878188.0,(929) 387-8188,, 40.691663, -73.9711486
10478,SHUMGC8lKJeLdpWYAxoNAw,Peckish,21,coffee,4.0,19293878188.0,(929) 387-8188,, 40.691663, -73.9711486
10480,SHUMGC8lKJeLdpWYAxoNAw,Peckish,21,bakeries,4.0,19293878188.0,(929) 387-8188,, 40.691663, -73.9711486
10482,Q_Ibtxslt4FmbHnFOiy-ww,Great Taste Bakery,10,bakeries,5.0,13172134317.0,(317) 213-4317,, 40.71241, -73.99692
10484,LorAQJB8nIyNM0HvKJME5Q,The Flo,33,chocolate,4.5,,,, 40.691022, -73.98331
10486,LorAQJB8nIyNM0HvKJME5Q,The Flo,33,candy,4.5,,,, 40.691022, -73.98331
10487,LorAQJB8nIyNM0HvKJME5Q,The Flo,33,candystores,4.5,,,, 40.691022, -73.98331
10490,pdOL2TN-xdLR9dV6rydFDQ,Black Star Bakery & Cafe,8,bakeries,4.5,13479160518.0,(347) 916-0518,, 40.71726673835065, -73.95646204077367
10492,pdOL2TN-xdLR9dV6rydFDQ,Black Star Bakery & Cafe,8,cafes,4.5,13479160518.0,(347) 916-0518,, 40.71726673835065, -73.95646204077367
10495,pdOL2TN-xdLR9dV6rydFDQ,Black Star Bakery & Cafe,8,breakfast&brunch,4.5,13479160518.0,(347) 916-0518,, 40.71726673835065, -73.95646204077367
10500,-P9Wu5pDLTpmV3QBxTSgYg,Anpanman Bakery Cafe,35,bakeries,4.0,12123438077.0,(212) 343-8077,$, 40.715410984976906, -73.99317715829385
10502,-P9Wu5pDLTpmV3QBxTSgYg,Anpanman Bakery Cafe,35,chinese,4.0,12123438077.0,(212) 343-8077,$, 40.715410984976906, -73.99317715829385
10518,S9T8kG8xTPaQ1PxLE_VdYg,Devoción,195,cafes,4.0,17182856180.0,(718) 285-6180,$, 40.73904, -73.98916
10520,S9T8kG8xTPaQ1PxLE_VdYg,Devoción,195,coffeeroasteries,4.0,17182856180.0,(718) 285-6180,$, 40.73904, -73.98916
10522,S9T8kG8xTPaQ1PxLE_VdYg,Devoción,195,coffee,4.0,17182856180.0,(718) 285-6180,$, 40.73904, -73.98916
10534,-ogb8JWn8dvgzZA656EANA,Abraco,923,coffeeroasteries,4.0,12123889731.0,(212) 388-9731,$$, 40.727365, -73.986167
10536,-ogb8JWn8dvgzZA656EANA,Abraco,923,bakeries,4.0,12123889731.0,(212) 388-9731,$$, 40.727365, -73.986167
10554,57YgNWASpobxCnalTWoBUA,La Focaccia,3,bakeries,5.0,12122292560.0,(212) 229-2560,$, 40.7418588, -73.9894971
10556,VHORZQg5A3YNBptRN92QGg,The Lazy Llama Coffee Bar,156,bakeries,4.5,16464101938.0,(646) 410-1938,$$, 40.72347, -73.98866
10558,VHORZQg5A3YNBptRN92QGg,The Lazy Llama Coffee Bar,156,coffee,4.5,16464101938.0,(646) 410-1938,$$, 40.72347, -73.98866
10560,VHORZQg5A3YNBptRN92QGg,The Lazy Llama Coffee Bar,156,bagels,4.5,16464101938.0,(646) 410-1938,$$, 40.72347, -73.98866
10562,xKgh4ZcjY5fTmXTvYVrsbw,Cafe Belle,104,cafes,4.5,12128371605.0,(212) 837-1605,$, 40.72437, -73.99509
10564,xKgh4ZcjY5fTmXTvYVrsbw,Cafe Belle,104,coffee,4.5,12128371605.0,(212) 837-1605,$, 40.72437, -73.99509
10566,xKgh4ZcjY5fTmXTvYVrsbw,Cafe Belle,104,bakeries,4.5,12128371605.0,(212) 837-1605,$, 40.72437, -73.99509
10584,sxIBSze1YOdC-FBiIU2q3A,Pavé,68,bakeries,5.0,16464541387.0,(646) 454-1387,, 40.756293, -73.98036979999999
10586,sxIBSze1YOdC-FBiIU2q3A,Pavé,68,coffee,5.0,16464541387.0,(646) 454-1387,, 40.756293, -73.98036979999999
10588,sxIBSze1YOdC-FBiIU2q3A,Pavé,68,sandwiches,5.0,16464541387.0,(646) 454-1387,, 40.756293, -73.98036979999999
10592,oBcuOhubYwHV_bY35lu5hA,Petee's Cafe,126,cafes,4.0,16464943630.0,(646) 494-3630,$$, 40.693794, -73.964702
10594,oBcuOhubYwHV_bY35lu5hA,Petee's Cafe,126,desserts,4.0,16464943630.0,(646) 494-3630,$$, 40.693794, -73.964702
10597,oBcuOhubYwHV_bY35lu5hA,Petee's Cafe,126,winebars,4.0,16464943630.0,(646) 494-3630,$$, 40.693794, -73.964702
10604,Hg6BOi-qLZUFWHUKo3qNrA,Otway Bakery,18,bakeries,4.5,,,, 40.68275183800962, -73.9641547
10630,cS1_qVGE4kqSEcY_eXWcTw,Double Crispy Bakery,110,bakeries,4.0,12129666929.0,(212) 966-6929,$, 40.7186499, -73.99499
10632,cS1_qVGE4kqSEcY_eXWcTw,Double Crispy Bakery,110,coffee,4.0,12129666929.0,(212) 966-6929,$, 40.7186499, -73.99499
10634,4taegd-dJm0xGJOmqG5DtQ,Cafe Alula,87,cafes,4.5,17183166161.0,(718) 316-6161,, 40.73461, -73.95822
10637,4taegd-dJm0xGJOmqG5DtQ,Cafe Alula,87,breakfast&brunch,4.5,17183166161.0,(718) 316-6161,, 40.73461, -73.95822
10638,4taegd-dJm0xGJOmqG5DtQ,Cafe Alula,87,lebanese,4.5,17183166161.0,(718) 316-6161,, 40.73461, -73.95822
10640,0pt5izZnzy0xPk2B2BfXfQ,Jetaime Patisserie,4,bakeries,5.0,13474436232.0,(347) 443-6232,, 40.68076, -73.93745
10644,qyRPXc-YiSPNNNFklbJe3g,Maman,22,cafes,4.0,,,, 40.75151, -73.99581
10646,qyRPXc-YiSPNNNFklbJe3g,Maman,22,bakeries,4.0,,,, 40.75151, -73.99581
10649,qyRPXc-YiSPNNNFklbJe3g,Maman,22,breakfast&brunch,4.0,,,, 40.75151, -73.99581
10650,ACd5HJEIQndAjH1OcE42ng,Crumbl Cookies - Upper East Side,89,bakeries,4.0,13322825959.0,(332) 282-5959,, 40.76814, -73.96155
10652,ACd5HJEIQndAjH1OcE42ng,Crumbl Cookies - Upper East Side,89,desserts,4.0,13322825959.0,(332) 282-5959,, 40.76814, -73.96155
10654,ACd5HJEIQndAjH1OcE42ng,Crumbl Cookies - Upper East Side,89,icecream,4.0,13322825959.0,(332) 282-5959,, 40.76814, -73.96155
10656,HcqYKQs46fYmk3aFNIQ2aA,Go Believe Bakery,86,bakeries,4.0,12127750102.0,(212) 775-0102,$, 40.7182597, -73.9945592
10676,PJfXA2NFkwyDY9a14qYthw,Taste Crème,201,desserts,4.5,19294243600.0,(929) 424-3600,$$$, 40.744347, -73.9495349
10678,PJfXA2NFkwyDY9a14qYthw,Taste Crème,201,cakeshop,4.5,19294243600.0,(929) 424-3600,$$$, 40.744347, -73.9495349
10680,PJfXA2NFkwyDY9a14qYthw,Taste Crème,201,coffee,4.5,19294243600.0,(929) 424-3600,$$$, 40.744347, -73.9495349
10686,Y5VlbrS4YQlH35Z5m6Ke_g,Atelier Sucré,80,diyfood,4.5,15677036227.0,(567) 703-6227,$$, 40.7265187, -73.9849542
10687,Y5VlbrS4YQlH35Z5m6Ke_g,Atelier Sucré,80,do-it-yourselffood,4.5,15677036227.0,(567) 703-6227,$$, 40.7265187, -73.9849542
10688,Y5VlbrS4YQlH35Z5m6Ke_g,Atelier Sucré,80,desserts,4.5,15677036227.0,(567) 703-6227,$$, 40.7265187, -73.9849542
10690,Y5VlbrS4YQlH35Z5m6Ke_g,Atelier Sucré,80,cookingschools,4.5,15677036227.0,(567) 703-6227,$$, 40.7265187, -73.9849542
10712,iV3sxI7FFtaolxY68Mv14g,Maman King,69,cafes,4.0,16469706913.0,(646) 970-6913,$$, 40.728263631575835, -74.00744102427116
10714,iV3sxI7FFtaolxY68Mv14g,Maman King,69,bakeries,4.0,16469706913.0,(646) 970-6913,$$, 40.728263631575835, -74.00744102427116
10717,iV3sxI7FFtaolxY68Mv14g,Maman King,69,breakfast&brunch,4.0,16469706913.0,(646) 970-6913,$$, 40.728263631575835, -74.00744102427116
